Date,Estimate,Actual
2022-06-07,None,None
2022-03-08,None,None
2021-12-07,0.81,None
2021-09-01,0.48,0.55
2021-06-09,0.66,0.57
2021-03-10,0.84,0.84
2020-12-09,0.91,1.02
2020-09-03,0.6,0.63
2020-06-03,0.75,0.83
2020-03-04,0.66,0.72
2019-12-04,0.71,0.78
2019-08-30,0.41,0.5
2019-06-05,0.47,0.56
2019-02-27,0.7,0.77
2018-11-20,0.7,0.79
2018-08-30,0.24,0.25
2018-05-18,0.6,0.7
2018-02-16,0.81,1
2017-11-21,0.97,0.92
2017-08-31,0.55,0.52
2017-05-19,0.64,0.59
2017-02-17,0.88,0.91
2016-11-22,0.95,1
2016-09-01,0.5,0.46
2016-05-20,0.64,0.65
2016-02-25,0.8,0.87
2015-11-24,0.76,0.95
2015-09-03,0.42,0.43
2015-05-22,0.52,0.62
2015-02-25,0.66,0.66
2014-11-25,0.72,0.74
2014-09-08,0.49,0.49
2014-05-19,0.59,0.62
2014-02-14,0.73,0.76
2013-11-19,0.86,0.66
2013-08-29,0.42,0.45
2013-05-20,0.56,0.62
2013-02-15,0.66,0.7
2012-11-20,0.85,0.88
2012-09-04,0.38,0.41
2012-05-21,0.52,0.56
2012-02-17,0.62,0.64
2011-11-22,0.79,0.82
2011-09-02,0.38,0.43
2011-05-23,0.52,0.57
2011-02-18,0.71,0.71
2010-11-23,0.83,0.82
2010-09-03,0.3,0.33
2010-05-24,0.51,0.54
2010-02-22,0.74,0.74
2009-11-23,0.81,0.87
2009-09-11,0.26,0.3
2009-05-21,0.42,0.48
2009-02-23,0.64,0.65
2008-11-24,0.76,0.77
2008-09-11,0.25,0.26
2008-05-19,0.44,0.43
2008-02-15,0.7,0.69
2007-11-19,0.71,0.7
2007-09-06,0.18,0.14
2007-05-21,0.41,0.45
2007-02-16,0.63,0.68
2006-11-20,0.61,0.66
2006-09-11,0.22,0.23
2006-05-22,0.35,0.4
2006-02-17,0.59,0.61
2005-11-21,0.56,0.58
2005-09-12,0.21,0.23
2005-05-23,0.33,0.35
2005-02-18,0.59,0.57
2004-11-22,0.52,0.56
2004-09-13,0.18,0.17
2004-05-24,0.32,0.32
2004-02-23,0.57,0.57
2003-11-24,0.49,0.51
2003-09-11,0.17,0.18
2003-05-19,0.27,0.31
2003-02-13,0.55,0.56
2002-11-13,0.44,0.47
2002-09-05,0.14,0.14
2002-05-15,0.23,0.23
2002-02-13,0.49,0.5
2001-11-14,0.4,0.42
2001-09-06,0.17,0.15
2001-05-16,0.3,0.3
2001-02-14,0.64,0.65
2000-11-15,0.45,0.47
2000-09-07,0.15,0.14
2000-05-17,0.33,0.32
2000-02-16,0.62,0.65
1999-11-16,0.51,0.54
1999-09-02,0.29,0.28
1999-05-18,0.37,0.37
1999-02-16,0.49,0.49
1998-11-18,0.59,0.58
1998-09-03,0.38,0.38
1998-05-19,0.36,0.34
1998-02-17,0.68,0.67
1997-11-18,0.58,0.58
1997-09-08,0.39,0.42
