Date,Estimate,Actual
2022-04-20,None,None
2022-02-02,None,None
2021-10-20,2.2,None
2021-07-22,2.87,3.18
2021-04-22,3.71,3.76
2021-02-04,4.24,4.48
2020-10-22,3.73,4.31
2020-07-23,1.41,1.42
2020-04-22,0.89,0.94
2020-01-30,1.6,1.67
2019-10-22,1.71,1.76
2019-07-23,1.68,1.73
2019-04-23,1.36,1.4
2019-02-14,1.37,1.36
2018-10-23,1.68,1.68
2018-07-24,1.76,1.75
2018-04-19,1.49,1.52
2018-02-01,1.38,1.4
2017-10-19,1.35,1.39
2017-07-25,1.42,1.55
2017-04-20,1.18,1.33
2017-01-26,1.27,1.31
2016-10-20,1.35,1.37
2016-07-21,1.32,1.34
2016-04-21,1.12,1.12
2016-01-28,1.19,1.19
2015-10-22,1.26,1.28
2015-07-23,1.23,1.25
2015-04-23,1.04,1.05
2015-01-29,1.04,1.08
2014-10-23,1.08,1.1
2014-07-24,1.06,1.08
2014-04-24,0.88,0.84
2014-01-30,0.93,1.03
2013-10-17,1.2,1.02
2013-07-18,1.09,1.06
2013-04-17,1.03,0.89
2013-01-23,1.02,1.01
2012-10-17,1.18,1.18
2012-07-19,1.17,1.17
2012-04-18,1.01,1.07
2012-01-24,1.06,1.23
2011-10-25,1.11,1.13
2011-07-20,1.12,1.12
2011-04-20,1,0.93
2011-01-25,0.91,0.98
2010-10-20,1,1.05
2010-07-21,1.06,1.07
2010-04-21,0.98,0.95
2010-01-25,0.96,0.97
2009-10-20,0.96,1.02
2009-07-21,0.95,1
2009-04-21,0.82,0.89
2009-01-26,0.8,0.87
2008-10-21,0.82,0.84
2008-07-22,0.78,0.83
2008-04-21,0.7,0.72
2008-02-21,0.78,0.79
2007-10-24,0.76,0.77
2007-07-24,0.68,0.73
2007-04-19,0.69,0.59
2007-01-25,0.74,0.77
2006-10-19,0.77,0.82
2006-07-24,0.76,0.82
2006-04-20,0.65,0.75
2006-01-26,0.62,0.64
2005-10-20,0.71,0.66
2005-07-25,0.72,0.72
2005-04-21,0.63,0.64
2005-01-27,0.6,0.6
2004-10-25,0.64,0.63
2004-07-22,0.64,0.64
2004-04-22,0.52,0.55
2004-01-27,0.49,0.51
2003-10-21,0.54,0.56
2003-07-22,0.55,0.56
2003-04-22,0.41,0.43
2003-01-23,0.39,0.4
2002-10-17,0.41,0.44
2002-07-22,0.41,0.44
2002-04-18,0.3,0.34
2002-01-28,0.24,0.26
2001-10-18,0.24,0.26
2001-07-23,0.24,0.26
2001-04-23,0.16,0.19
2001-01-29,0.15,0.15
2000-10-19,0.12,0.15
2000-07-24,0.16,0.16
2000-04-24,0.09,0.1
2000-01-27,0.05,0.06
1999-10-26,0.07,0.07
1999-07-16,0.08,0.1
1999-04-14,0.06,0.06
1999-01-27,0.04,0.05
1998-10-14,0.05,0.05
1998-07-15,0.07,0.08
1998-04-14,0.03,0.06
1998-01-27,0.01,0.02
1997-10-20,0.03,0.03
1997-07-16,0.06,0.07
