Date,Estimate,Actual
2022-04-20,None,None
2022-01-31,None,None
2021-10-25,3.93,None
2021-07-20,3.16,4.37
2021-04-22,3.33,4.14
2021-02-02,3.61,4.13
2020-10-26,2.32,1.92
2020-07-22,-0.39,3.23
2020-04-21,2.64,2.33
2020-01-28,3.09,3.09
2019-10-29,2.13,2.23
2019-07-30,2.46,2.21
2019-04-30,2.33,2.97
2019-01-29,2.58,2.99
2018-10-30,1.9,2.16
2018-07-25,2.16,2.29
2018-05-01,2.08,2.33
2018-01-30,1.87,2.13
2017-10-18,1.57,1.21
2017-07-25,1.81,1.75
2017-05-02,1.76,1.74
2017-01-31,1.77,1.89
2016-10-27,1.42,1.61
2016-07-28,1.56,1.66
2016-05-03,1.49,1.71
2016-01-28,1.4,1.69
2015-10-27,1.2,1.17
2015-08-05,1.34,1.37
2015-05-05,1.2,1.35
2015-02-03,1.23,1.33
2014-10-28,1.06,1.18
2014-07-29,0.92,1.37
2014-04-29,0.85,0.84
2014-02-04,0.86,0.92
2013-11-05,0.76,0.79
2013-08-01,0.83,0.91
2013-05-02,0.82,0.77
2013-02-05,0.82,0.92
2012-11-01,0.79,0.78
2012-08-06,0.78,0.85
2012-05-03,0.94,0.88
2012-02-06,0.76,0.94
2011-11-01,0.43,0.6
2011-07-25,0.59,0.51
2011-05-04,0.75,0.85
