Date,Estimate,Actual
2022-04-20,None,None
2022-01-19,None,None
2021-10-21,1.11,None
2021-07-22,1.06,1.28
2021-04-22,1.15,1.39
2021-01-21,1.1,1.52
2020-10-22,1.11,1.11
2020-07-23,1.11,1.23
2020-04-23,1.28,1.45
2020-01-23,1.25,1.52
2019-10-24,1.24,1.42
2019-07-25,0.89,1.06
2019-04-25,0.87,0.89
2019-01-24,1.22,1.28
2018-10-25,1.15,1.4
2018-07-26,0.96,1.04
2018-04-26,0.72,0.87
2018-01-25,0.87,1.08
2017-10-26,0.8,1.01
2017-07-27,0.68,0.72
2017-04-27,0.65,0.66
2017-01-26,0.75,0.79
2016-10-18,0.73,0.8
2016-07-20,0.53,0.59
2016-04-19,0.47,0.54
2016-01-14,0.63,0.74
2015-10-13,0.59,0.64
2015-07-15,0.5,0.55
2015-04-14,0.41,0.41
2015-01-15,0.66,0.74
2014-10-14,0.65,0.66
2014-07-15,0.52,0.55
2014-04-15,0.37,0.38
2014-01-16,0.52,0.51
2013-10-15,0.53,0.58
2013-07-17,0.39,0.39
2013-04-16,0.41,0.4
2013-01-17,0.45,0.48
2012-10-16,0.49,0.58
2012-07-17,0.52,0.54
2012-04-17,0.5,0.53
2012-01-19,0.61,0.64
2011-10-18,0.61,0.65
2011-07-20,0.51,0.54
2011-04-19,0.46,0.56
2011-01-13,0.53,0.59
2010-10-12,0.5,0.52
2010-07-13,0.43,0.51
2010-04-13,0.38,0.43
2010-01-14,0.3,0.4
2009-10-13,0.28,0.33
2009-07-14,0.08,-0.07
2009-04-14,0.02,0.11
2009-01-15,0.04,0.04
2008-10-14,0.34,0.35
2008-07-15,0.25,0.28
2008-04-15,0.25,0.25
2008-01-15,0.4,0.38
2007-10-16,0.3,0.31
2007-07-17,0.19,0.22
2007-04-17,0.22,0.27
2007-01-16,0.25,0.26
2006-10-17,0.18,0.22
2006-07-19,0.13,0.15
2006-04-19,0.23,0.23
2006-01-17,0.43,0.4
2005-10-18,0.33,0.32
2005-07-19,0.32,0.33
2005-04-19,0.31,0.35
2005-01-11,0.31,0.33
2004-10-12,0.27,0.3
2004-07-13,0.27,0.27
2004-04-13,0.27,0.26
2004-01-14,0.25,0.33
2003-10-14,0.23,0.25
2003-07-15,0.13,0.14
2003-04-15,0.12,0.14
2003-01-14,0.14,0.16
2002-10-15,0.13,0.11
2002-07-16,0.11,0.09
2002-04-16,0.15,0.15
2002-01-15,0.11,0.15
2001-10-16,0.1,0.1
2001-07-17,0.11,0.12
2001-04-17,0.15,0.16
2001-01-16,0.37,0.38
2000-10-17,0.38,0.41
2000-07-18,0.49,0.5
2000-04-18,0.35,0.36
2000-01-13,0.32,0.35
1999-10-12,0.29,0.28
1999-07-13,0.27,0.26
1999-04-13,0.27,0.3
1999-01-12,0.26,0.3
1998-10-13,0.2,0.22
1998-07-14,0.17,0.17
1998-04-14,0.18,0.2
1998-01-13,0.23,0.25
1997-10-14,0.23,0.22
1997-07-15,0.22,0.23
