Date,Estimate,Actual
2022-05-04,None,None
2022-02-22,None,None
2021-05-06,1.22,1.52
2021-02-24,1.01,1.04
2020-11-06,0.8,0.91
2020-08-06,0.93,1.25
2020-05-07,0.96,1.13
2020-02-20,1.44,0.97
2019-11-12,0.92,0.95
2019-08-08,1.12,1.16
2019-05-02,1.36,1.37
2019-02-14,1.52,1.5
2018-11-01,1.22,1.24
2018-08-02,1.11,1.12
2018-05-03,1.19,1.34
2018-02-15,1.14,1.2
2017-11-02,1.07,1.11
2017-08-07,0.98,1.04
2017-05-04,0.95,1.06
2017-02-15,1.1,1.11
2016-11-03,0.98,1.05
2016-07-28,0.86,0.93
2016-05-03,0.94,1.02
2016-02-11,0.92,0.92
2015-11-03,0.81,0.88
2015-08-05,0.72,0.74
2015-05-07,0.75,0.78
2015-02-12,0.76,0.77
2014-11-05,0.72,0.74
2014-08-07,0.71,0.72
2014-05-08,0.74,0.79
2014-02-12,0.76,0.78
2013-11-06,0.76,0.76
2013-07-31,0.72,0.76
2013-05-01,0.68,0.73
2013-02-14,0.68,0.64
2012-11-07,0.61,0.6
2012-08-02,0.59,0.65
2012-05-01,0.44,0.53
2012-02-15,0.53,0.57
2011-11-03,0.46,0.5
2011-08-02,0.45,0.58
2011-05-03,0.19,0.29
2011-02-16,0.43,0.46
2010-11-04,0.31,0.35
2010-08-03,0.21,0.25
2010-05-05,0.05,0.05
2010-02-18,0.25,0.25
2009-11-05,0.22,0.25
2009-08-06,0.07,0.08
2009-05-07,0.07,-0.08
2009-02-18,0.26,0.34
2008-10-30,0.4,0.4
2008-07-31,0.52,0.49
2008-04-29,0.33,0.4
2008-02-26,0.52,0.54
2007-11-01,0.43,0.48
2007-07-31,0.51,0.54
2007-05-03,0.32,0.33
2007-02-27,0.47,0.59
2006-11-02,0.4,0.42
2006-08-03,0.5,0.49
2006-04-26,0.28,0.3
2006-02-22,0.39,0.41
2005-11-01,0.45,0.47
2005-08-04,0.46,0.47
2005-04-19,0.31,0.36
2005-02-24,0.38,0.42
2004-10-28,0.41,0.42
2004-07-22,0.43,0.45
2004-04-22,0.31,0.33
2004-02-10,0.36,0.36
2003-10-23,0.38,0.4
2003-07-24,0.36,0.37
2003-04-22,0.25,0.26
2003-02-12,0.34,0.37
2002-10-24,0.32,0.36
2002-07-25,0.29,0.31
2002-04-25,0.16,0.21
2002-02-14,-0.11,-0.08
2001-10-24,-0.02,-0.01
2001-07-26,0.03,0.01
2001-04-24,-0.08,0
2001-02-14,0.03,0.05
2000-10-26,0.3,0.02
2000-09-07,0.09,0.01
2000-04-26,0.08,0.11
2000-02-16,0.14,0.19
1999-10-21,0.16,0.16
1999-07-19,0.07,0.08
1999-04-27,0.05,0.08
1999-02-25,0.07,0.05
1998-11-05,0.14,0.2
1998-07-29,-0.04,-0.02
1998-04-29,-0.09,-0.02
1998-02-26,-0.18,-0.14
1997-10-29,-0.02,0.03
1997-08-05,-0.06,-0.04
1997-05-07,-0.08,-0.05
1997-03-04,-0.06,0.1
