Date,Estimate,Actual
2022-05-03,None,None
2022-02-23,None,None
2021-11-04,None,None
2021-05-05,-0.73,-0.86
2021-02-25,-0.74,-1
2020-11-05,-0.64,0.12
2020-08-06,-0.81,-0.43
2020-05-07,-0.79,-0.69
2020-02-26,-0.1,-0.74
2019-11-12,-0.72,-0.66
2019-08-06,-0.63,-0.69
2019-05-07,-0.59,-0.6
2019-02-28,-0.32,-0.52
2018-11-07,-0.66,-0.32
2018-08-06,-0.67,-0.82
2018-05-03,-0.82,-0.67
2018-03-06,-0.78,-0.84
2017-11-07,-0.6,-0.64
2017-08-09,-0.71,-0.65
2017-05-15,-0.61,-0.85
2017-03-03,-0.62,-1.1
2016-11-07,-0.64,-0.59
2016-08-09,-0.54,-0.54
2016-05-13,-0.28,-0.8
2016-03-30,-0.52,-4.05
2016-02-03,None,None
