Date,Estimate,Actual
2022-05-18,None,None
2022-02-16,None,None
2021-11-08,None,None
2021-05-20,0.41,0.42
2021-02-18,0.41,0.41
2020-11-24,0.44,0.43
2020-08-25,0.35,0.37
2020-05-21,0.43,0.42
2020-02-20,0.46,0.45
2019-11-26,0.46,0.47
2019-08-22,0.36,0.37
2019-05-23,0.45,0.46
2019-02-21,0.44,0.44
2018-11-20,0.49,0.51
2018-08-23,0.39,0.39
2018-05-24,0.45,0.44
2018-02-22,0.44,0.56
2017-11-21,0.4,0.41
2017-08-24,0.37,0.34
2017-05-25,0.4,0.39
2017-02-23,0.45,0.44
2016-11-22,0.46,0.45
2016-08-18,0.35,0.36
2016-05-18,0.39,0.4
2016-02-16,0.37,0.43
2015-11-24,0.35,0.37
2015-08-19,0.27,0.28
2015-05-20,0.31,0.34
2015-02-19,0.32,0.35
2014-11-25,0.32,0.32
2014-08-21,0.24,0.26
2014-05-21,0.28,0.26
2014-02-20,0.29,0.28
2013-11-26,0.27,0.29
2013-08-22,0.22,0.21
2013-05-23,0.24,0.25
2013-02-21,0.24,0.24
2012-11-20,0.25,0.25
2012-08-23,0.21,0.21
2012-05-23,0.21,0.24
2012-02-23,0.24,0.24
2011-11-22,0.21,0.22
2011-08-25,0.17,0.18
2011-05-25,0.2,0.2
2011-02-22,0.22,0.28
2010-11-23,0.2,0.23
2010-08-20,0.15,0.16
2010-05-19,0.15,0.17
2010-02-18,0.17,0.21
2009-11-24,0.17,0.19
2009-08-20,0.13,0.14
2009-05-21,0.12,0.15
2009-02-19,0.13,0.15
2008-11-25,0.12,0.13
2008-08-21,0.1,0.1
2008-05-22,0.14,0.14
2008-02-15,0.15,0.16
2007-11-20,0.16,0.18
2007-08-23,0.1,0.1
2007-05-24,0.13,0.12
2007-02-16,0.14,0.14
2006-11-22,0.16,0.16
2006-08-24,0.11,0.11
2006-05-25,0.11,0.12
2006-02-27,0.12,0.13
2005-11-23,0.14,0.15
2005-08-25,0.09,0.09
2005-05-26,0.1,0.1
2005-02-22,0.11,0.12
2004-11-24,0.12,0.13
2004-08-19,0.09,0.08
2004-05-20,0.08,0.09
2004-02-19,0.09,0.09
2003-11-26,0.12,0.13
2003-08-21,0.07,0.06
2003-05-22,0.06,0.06
2003-02-20,0.09,0.08
2002-11-27,0.12,0.12
2002-08-15,0.07,0.07
2002-05-16,0.06,0.06
2002-02-14,0.09,0.09
2001-11-21,0.12,0.12
2001-08-16,0.07,0.06
2001-05-17,0.07,0.07
2001-02-15,0.07,0.08
2000-11-22,0.11,0.11
2000-08-17,0.06,0.05
2000-05-18,0.06,0.07
2000-02-17,0.07,0.08
1999-11-23,0.09,0.1
1999-08-19,0.05,0.05
1999-05-20,0.05,0.05
1999-02-18,0.06,0.07
1998-11-25,0.08,0.08
1998-08-13,0.04,0.04
1998-05-14,0.04,0.04
1998-02-12,0.04,0.05
1997-11-26,0.07,0.07
1997-08-14,0.03,0.03
1997-05-15,0.04,0.04
