Date,Estimate,Actual
2022-04-25,None,None
2022-01-26,None,None
2021-10-20,None,None
2021-07-27,1.74,None
2021-04-27,1.2,1.28
2021-01-28,1.4,1.62
2020-10-22,1.12,1.54
2020-07-23,0.87,1.29
2020-04-23,0.7,0.74
2020-01-28,1.09,1.22
2019-10-22,0.92,0.99
2019-07-23,0.83,0.86
2019-04-23,0.47,0.59
2019-01-29,1.1,0.84
2018-10-23,0.95,1.01
2018-07-26,0.75,1.12
2018-04-24,0.45,0.59
2018-01-30,0.85,0.88
2017-10-24,0.59,0.58
2017-07-25,0.41,0.32
2017-04-25,0.29,0.28
2017-01-26,0.59,0.83
2016-10-20,0.44,0.37
2016-07-21,0.32,0.34
2016-04-21,0.2,0.24
2016-01-28,0.49,0.64
2015-10-22,0.43,0.3
2015-07-23,0.26,0.28
2015-04-23,0.2,0.15
2015-01-29,0.4,0.58
2014-10-23,0.36,0.37
2014-07-24,0.25,0.25
2014-04-24,0.2,0.19
2014-01-30,0.44,0.57
2013-10-24,0.36,0.45
2013-07-25,0.3,0.26
2013-04-25,0.15,0.21
2013-01-31,0.31,0.34
2012-10-25,0.2,0.3
2012-07-26,0.05,0.11
2012-04-26,-0.03,-0.03
2012-02-02,0.07,0.04
2011-10-27,-0.01,0.11
2011-07-28,-0.04,-0.15
2011-04-28,-0.13,-0.1
2011-02-04,-0.1,-0.01
2010-11-03,-0.05,-2.63
2010-08-04,-0.01,0.2
2010-05-05,-0.22,-0.03
2010-02-09,-0.19,-0.31
2009-11-04,-0.68,-1.15
2009-08-03,-0.57,-0.74
2009-05-05,-0.54,-2.02
2009-02-04,-0.71,-1.33
2008-10-22,-0.47,-1.11
2008-07-23,-0.69,-0.63
2008-04-23,-0.77,-2.75
2008-01-30,-0.49,-3.54
2007-10-24,-0.8,-3.12
2007-07-25,-2.03,-2.01
2007-04-25,-0.37,-0.33
2007-01-31,-0.01,-0.03
2006-10-25,0.76,0.74
2006-07-26,0.9,0.94
2006-04-26,0.96,1.01
2006-02-01,1.97,2.03
2005-10-26,1.39,1.47
2005-07-27,1.04,1.15
2005-04-27,0.71,0.83
2005-02-02,1.53,1.6
2004-10-25,1,1
2004-07-26,0.71,0.73
2004-04-26,0.43,0.51
2004-01-28,0.94,0.98
2003-10-22,0.59,0.64
2003-07-24,0.44,0.49
2003-04-24,0.31,0.35
2003-01-28,0.66,0.7
2002-10-22,0.45,0.46
2002-07-23,0.35,0.36
2002-04-23,0.23,0.28
2002-01-29,0.47,0.5
2001-10-23,0.41,0.42
2001-07-24,0.33,0.35
2001-04-24,0.16,0.23
2001-01-25,0.46,0.5
2000-10-24,0.29,0.37
2000-07-25,0.23,0.29
2000-04-25,0.14,0.14
2000-01-21,0.3,0.4
1999-10-26,0.24,0.27
1999-07-27,0.17,0.21
1999-04-27,0.1,0.14
1999-01-21,0.21,0.22
1998-10-20,0.16,0.16
1998-07-23,0.1,0.14
1998-04-23,0.03,0.06
1998-01-22,0.17,0.17
1997-10-21,0.11,0.11
1997-07-22,0.07,0.07
