Date,Estimate,Actual
2022-06-21,None,None
2022-03-21,None,None
2022-01-11,None,None
2021-09-27,0.83,None
2021-06-23,0.8,0.81
2021-03-23,0.7,0.71
2021-01-13,0.67,0.72
2020-09-29,0.69,0.77
2020-06-23,0.67,0.69
2020-03-24,0.64,0.66
2020-01-14,0.61,0.65
2019-09-24,0.63,0.67
2019-06-26,0.65,0.71
2019-03-26,0.56,0.6
2019-01-15,0.55,0.57
2018-09-25,0.55,0.58
2018-06-26,0.57,0.61
2018-03-27,0.5,0.53
2018-01-16,0.51,0.52
2017-09-26,0.53,0.57
2017-06-27,0.52,0.52
2017-03-28,0.45,0.46
2017-01-17,0.45,0.48
2016-09-27,0.44,0.45
2016-07-13,None,None
2016-05-10,None,None
2016-02-10,None,None
2015-11-10,0.37,0.37
2015-08-12,0.35,0.36
2015-05-13,0.36,0.36
2015-02-11,0.36,0.37
2014-11-12,0.37,0.37
2014-08-13,0.33,0.37
