Date,Estimate,Actual
2022-02-01,None,None
2021-10-28,None,None
2021-07-30,3.09,None
2021-04-30,2.83,2.95
2021-02-03,2.85,2.92
2020-10-30,2.77,2.83
2020-07-31,2.19,2.34
2020-05-01,2.25,2.42
2020-02-07,2.19,2.21
2019-11-01,2.3,2.33
2019-07-26,2.21,2.26
2019-04-25,2.05,2.14
2019-01-25,1.94,1.9
2018-11-02,2.02,2.14
2018-07-27,1.97,2
2018-04-26,1.79,1.87
2018-01-26,1.44,1.48
2017-10-27,1.39,1.41
2017-07-28,1.4,1.42
2017-04-27,1.26,1.28
2017-01-27,1.2,1.2
2016-10-28,1.2,1.21
2016-07-29,1.2,1.26
2016-04-28,1.13,1.15
2016-01-29,1.12,1.13
2015-10-30,1.08,1.13
2015-07-24,1.06,1.08
2015-04-23,0.85,0.94
2015-01-30,0.86,0.89
2014-10-31,0.77,0.89
2014-07-25,0.76,0.82
2014-04-25,0.68,0.71
2014-01-31,0.82,0.82
2013-10-25,0.78,0.82
2013-07-26,0.79,0.82
2013-04-26,0.67,0.68
2013-01-23,0.99,None
