Date,Estimate,Actual
2021-06-25,0.67,0.72
2021-04-06,0.92,0.96
2020-12-23,0.66,0.73
2020-10-06,0.55,0.63
2020-07-07,0.6,0.61
2020-03-25,0.96,0.97
2019-12-18,0.68,0.7
2019-10-02,0.69,0.71
2019-06-26,0.65,0.63
2019-03-27,0.88,0.89
2018-12-19,0.63,0.65
2018-10-02,0.65,0.67
2018-06-27,0.62,0.61
2018-03-26,0.63,0.63
2017-12-21,0.59,0.59
2017-10-03,0.6,0.62
2017-06-28,0.53,0.54
2017-03-29,0.54,0.55
2016-12-21,0.56,0.56
2016-09-28,0.57,0.6
2016-06-30,0.49,0.49
2016-03-30,0.5,0.42
2015-12-22,0.51,0.52
2015-09-30,0.51,0.52
2015-07-01,0.44,0.44
2015-03-25,0.46,0.46
2014-12-19,0.46,0.47
2014-09-24,0.46,0.47
2014-07-01,0.4,0.4
2014-03-26,0.42,0.44
2013-12-18,0.42,0.43
2013-09-30,0.43,0.44
2013-06-26,0.37,0.38
2013-03-27,0.39,0.4
2012-12-19,0.41,0.41
2012-09-24,0.41,0.42
2012-06-27,0.34,0.34
2012-03-28,0.37,0.37
2011-12-20,0.38,0.39
2011-09-27,0.38,0.41
2011-06-22,0.33,0.33
2011-03-23,0.35,0.36
2010-12-20,0.35,0.37
2010-09-27,0.34,0.36
2010-06-23,0.31,0.32
2010-03-24,0.33,0.34
2009-12-16,0.33,0.35
2009-09-23,0.34,0.34
2009-06-24,0.33,0.32
2009-03-25,0.36,0.36
2008-12-17,0.4,0.39
2008-09-24,0.41,0.41
2008-06-26,0.38,0.38
2008-03-26,0.39,0.39
2007-12-19,0.39,0.4
2007-09-26,0.39,0.4
2007-06-27,0.36,0.36
2007-03-28,0.35,0.35
2006-12-20,0.34,0.35
2006-09-26,0.34,0.35
2006-06-28,0.32,0.32
2006-03-28,0.31,0.3
2005-12-21,0.29,0.3
2005-09-27,0.28,0.3
2005-06-27,0.24,0.27
2005-03-21,0.24,0.24
2004-12-21,0.23,0.23
2004-09-21,0.23,0.23
2004-06-24,0.21,0.2
2004-03-18,0.21,0.21
2003-12-18,0.21,0.21
2003-09-23,0.2,0.21
2003-06-24,0.19,0.19
2003-03-20,0.19,0.19
2002-12-19,0.19,0.2
2002-09-18,0.19,0.2
2002-06-25,0.19,0.18
2002-03-19,0.18,0.18
2001-12-19,0.19,0.18
2001-09-20,0.19,0.19
2001-06-25,0.18,0.18
2001-03-19,0.17,0.18
2000-12-20,0.16,0.16
2000-09-20,0.14,0.16
2000-06-26,0.13,0.14
2000-03-16,0.12,0.13
1999-12-16,0.12,0.12
1999-09-16,0.11,0.11
1999-06-29,0.1,0.1
1999-03-17,0.09,0.1
1998-12-15,0.09,0.09
1998-09-15,0.08,0.08
1998-06-30,0.07,0.08
1998-03-17,0.07,0.07
1997-12-18,0.06,0.07
1997-09-16,0.06,0.06
1997-06-30,0.05,0.06
1997-03-17,0.05,0.05
1996-12-16,0.05,0.05
1996-09-18,0.04,0.05
