Date,Estimate,Actual
2021-07-26,0.47,None
2021-04-27,0.65,1
2021-02-08,1.14,1.27
2020-10-26,1.63,1.88
2020-07-27,0.23,0.02
2020-04-29,0.58,0.57
2020-02-11,0.91,1.24
2019-10-22,2.21,1.84
2019-07-23,0.5,0.78
2019-04-23,-0.11,0.21
2019-02-08,1.67,1.33
2018-10-22,2.23,1.93
2018-07-23,0.29,0.48
2018-04-23,0.33,0.1
2018-02-07,1.8,2.3
2017-10-23,1.94,2.09
2017-07-24,0.46,0.53
2017-04-24,0.38,0.54
2017-02-06,1.27,1.64
2016-10-17,1.74,2.03
2016-07-18,0.39,0.41
2016-04-18,0.24,0.38
2016-02-08,1.3,1.39
2015-10-19,1.52,1.58
2015-07-20,0.28,0.33
2015-04-20,0.08,0.21
2015-02-09,1.21,1.22
2014-10-20,1.45,1.46
2014-07-21,0.36,0.36
2014-04-21,0.1,0.14
2014-02-10,1.22,1.12
2013-10-21,1.29,1.31
2013-07-22,0.34,0.29
2013-04-22,0.04,0.05
2013-02-07,1.19,1.2
2012-10-22,1.2,1.24
2012-07-23,0.23,0.33
2012-04-23,0.08,0.04
2012-02-06,1.05,1.06
2011-10-17,1.3,1.27
2011-07-18,0.39,0.33
2011-04-14,0.17,0.12
2011-02-07,0.92,0.99
2010-10-18,1.04,1.09
2010-07-19,0.24,0.29
2010-04-19,0.16,0.26
2010-02-08,0.81,1.09
2009-10-19,0.93,0.99
2009-07-20,0.23,0.26
2009-04-20,0.14,0.14
2009-02-09,0.75,0.62
2008-10-20,0.86,0.89
2008-07-21,0.22,0.25
2008-04-21,0.14,0.25
2008-02-11,0.81,0.84
2007-10-22,0.71,0.78
2007-07-23,0.18,0.24
2007-04-23,0,0.19
2007-02-09,0.67,0.62
2006-10-23,0.5,0.58
2006-07-24,0.07,0.07
2006-04-24,-0.01,-0.03
2006-02-06,0.58,0.61
2005-10-17,0.51,0.47
2005-07-18,0.08,0.13
2005-04-18,0.04,-0.02
2005-02-07,0.49,0.54
2004-10-18,0.51,0.45
2004-07-16,0.08,0.06
2004-04-19,0.03,0.03
2004-02-09,0.55,0.65
2003-10-20,0.42,0.48
2003-07-21,0.04,0.06
2003-04-21,-0.06,0.01
2003-02-13,0.38,0.42
2002-10-21,0.37,0.32
2002-08-27,-0.06,-0.03
2002-04-22,-0.1,-0.1
2002-02-07,0.37,0.37
2001-10-22,0.24,0.29
2001-07-23,-0.13,-0.11
2001-04-23,-0.06,-0.14
2001-02-08,-0.41,-0.34
2000-10-19,0.45,0.1
2000-07-20,0.04,0.04
2000-04-25,0.01,0.08
2000-02-08,0.74,0.79
1999-10-14,0.43,0.43
1999-07-15,0.1,0.16
1999-04-15,0.05,0.07
1999-02-04,0.63,0.65
1998-11-11,0.37,0.37
1998-07-16,0.02,0.03
1998-04-16,0.03,0.04
1998-02-05,0.53,0.55
1997-10-20,0.39,0.4
1997-07-17,0.05,0.07
1997-04-21,0.13,0.13
1997-02-06,0.5,0.5
1996-10-21,0.36,0.36
