Date,Estimate,Actual
2022-07-13,None,None
2022-04-13,None,None
2022-01-19,None,None
2021-10-15,1.19,None
2021-07-15,1.19,1.55
2021-04-15,1.11,1.18
2021-01-21,0.97,1.18
2020-10-15,0.89,0.97
2020-07-16,0.72,0.82
2020-04-20,0.67,0.83
2020-01-30,1.03,1.04
2019-10-17,1.03,0.95
2019-07-18,1.07,1.09
2019-04-18,1.03,0.97
2019-01-17,1.04,0.97
2018-10-18,1,1.01
2018-07-19,1,0.99
2018-04-19,0.92,0.94
2018-01-18,0.79,0.83
2017-10-19,0.78,0.74
2017-07-20,0.77,0.77
2017-04-20,0.73,0.46
2017-01-19,0.73,0.72
2016-10-19,0.7,0.73
2016-07-21,0.65,0.66
2016-04-21,0.64,0.67
2016-01-21,0.69,0.64
2015-10-15,0.67,0.64
2015-07-16,0.69,0.62
2015-04-23,0.7,0.67
2015-01-22,0.73,0.75
2014-10-16,0.71,0.71
2014-07-21,0.74,0.7
2014-04-17,0.7,0.69
2014-01-16,0.71,0.72
2013-10-17,0.7,0.7
2013-07-18,0.74,0.77
2013-04-18,0.68,0.69
2013-01-17,0.7,0.71
2012-10-18,0.71,0.7
2012-07-19,0.69,0.72
2012-04-19,0.59,0.61
2012-01-19,0.53,0.55
2011-10-20,0.5,0.52
2011-07-21,0.43,0.44
2011-04-21,0.31,0.32
2011-01-21,0.26,0.3
2010-10-21,0.26,0.3
2010-07-22,0.34,0.3
2010-04-22,0.23,0.27
2010-01-22,0.21,0.27
2009-10-19,0.22,0.23
2009-07-17,0.2,0.2
2009-04-17,0.31,0.48
2009-01-22,0.47,0.44
2008-10-16,0.64,0.64
2008-07-17,0.68,0.69
2008-04-17,0.73,0.73
2008-01-17,0.78,0.75
2007-10-18,0.84,0.81
2007-07-19,0.83,0.83
2007-04-19,0.78,0.78
2007-01-18,0.77,0.81
2006-10-19,0.81,0.8
2006-07-20,0.8,0.79
2006-04-20,0.76,0.8
2006-01-19,0.8,0.78
2005-10-14,0.77,0.8
2005-07-13,0.75,0.75
2005-04-13,0.75,0.71
2005-01-14,0.76,0.75
2004-10-14,0.73,0.74
2004-07-13,0.68,0.72
2004-04-13,0.63,0.61
2004-01-13,0.69,0.69
2003-10-14,0.68,0.68
2003-07-14,0.71,0.71
2003-04-14,0.71,0.7
2003-01-13,0.71,0.72
2002-10-11,0.7,0.7
2002-07-11,0.68,0.68
2002-04-11,0.66,0.66
2002-01-11,0.62,0.63
2001-10-11,0.61,0.62
2001-07-12,0.6,0.6
2001-04-11,0.59,0.59
2001-01-12,0.58,0.58
2000-10-12,0.56,0.56
2000-07-12,0.54,0.54
2000-04-11,0.52,0.46
2000-01-12,0.51,0.52
1999-10-12,0.5,0.5
1999-07-13,0.48,0.49
1999-04-12,0.47,0.48
1999-01-13,0.46,0.46
1998-10-13,0.44,0.46
1998-07-10,0.42,0.44
1998-04-13,0.41,0.39
1998-01-14,0.4,0.4
1997-10-10,0.37,0.38
