Date,Estimate,Actual
2022-04-26,None,None
2022-01-25,None,None
2021-10-26,None,None
2021-07-28,2.55,None
2021-04-28,2.3,2.48
2021-01-27,3.54,3.49
2020-10-28,2.86,2.9
2020-07-29,2.15,2.18
2020-04-29,2.57,2.43
2020-01-29,3.44,3.51
2019-10-23,3.06,3.14
2019-07-24,2.69,2.77
2019-04-24,2.42,2.56
2019-01-30,2.99,3.07
2018-10-24,2.76,2.89
2018-07-25,2.49,2.62
2018-04-25,2.49,2.65
2018-01-24,2.38,2.5
2017-10-25,2.44,2.52
2017-07-26,2.43,2.45
2017-04-26,2.32,2.48
2017-01-27,2.52,2.62
2016-10-26,2.38,2.48
2016-07-27,2.31,2.44
2016-04-27,2.16,2.34
2016-01-27,2.38,2.4
2015-10-28,2.13,2.28
2015-07-29,2.06,2.27
2015-04-29,1.95,2.14
2015-01-28,2.13,2.19
2014-10-22,1.91,2.05
2014-07-23,1.77,1.88
2014-04-23,1.64,1.71
2014-01-22,1.75,1.76
2013-10-23,1.68,1.84
2013-07-24,1.62,1.81
2013-04-24,1.5,1.62
2013-01-23,1.88,1.39
2012-10-24,1.78,1.75
2012-07-25,1.74,1.77
2012-04-25,1.69,1.57
2012-01-25,1.99,2.02
2011-10-26,1.77,1.83
2011-07-27,1.72,1.79
2011-04-27,1.61,1.64
2011-01-26,1.85,1.91
2010-10-27,1.64,1.7
2010-07-28,1.61,1.68
2010-04-28,1.51,1.54
2010-01-27,1.57,1.58
2009-10-28,1.4,1.48
2009-07-29,1.57,1.61
2009-04-29,1.46,1.54
2009-01-28,1.59,1.62
2008-10-22,1.51,1.59
2008-07-23,1.44,1.6
2008-04-23,1.29,1.42
2008-01-23,1.41,1.42
2007-10-24,1.25,1.34
2007-07-25,1.17,1.27
2007-04-25,1.05,1.07
2007-01-24,1.14,1.13
2006-10-18,1.06,1.08
2006-07-19,1,1.03
2006-04-19,0.84,0.94
2006-01-25,0.99,1
2005-10-19,0.88,0.92
2005-07-20,0.81,0.85
2005-04-20,0.76,0.85
2005-01-26,0.82,0.82
2004-10-20,0.75,0.8
2004-07-21,0.7,0.74
2004-04-21,0.6,0.67
2004-01-21,0.68,0.7
2003-10-15,0.62,0.64
2003-07-16,0.58,0.61
2003-04-16,0.51,0.56
2003-01-22,0.72,0.67
2002-10-16,0.66,0.66
2002-07-17,0.64,0.65
2002-04-17,0.56,0.56
2002-01-23,0.6,0.61
2001-10-17,0.57,0.56
2001-07-18,0.56,0.56
2001-04-18,0.49,0.53
2001-01-24,0.54,0.55
2000-10-19,0.5,0.51
2000-07-19,0.49,0.51
2000-04-19,0.44,0.46
2000-01-26,0.47,0.49
1999-10-20,0.44,0.45
1999-07-20,0.4,0.41
1999-04-21,0.36,0.4
1999-01-27,0.37,0.38
1998-10-14,0.36,0.37
1998-07-15,0.35,0.37
1998-04-16,0.31,0.33
1998-01-28,0.33,0.33
1997-10-15,0.32,0.33
1997-07-16,0.3,0.32
