Date,Estimate,Actual
2022-05-02,None,None
2022-01-31,None,None
2021-10-25,None,None
2021-07-28,0.97,None
2021-05-04,0.77,0.93
2021-02-02,0.48,0.42
2020-10-27,0.71,0.72
2020-07-28,0.66,0.78
2020-04-28,0.73,0.8
2020-01-28,0.57,0.55
2019-10-29,0.62,0.75
2019-07-29,0.75,0.8
2019-04-30,0.75,0.85
2019-01-29,0.63,0.64
2018-10-30,0.75,0.78
2018-07-31,0.74,0.81
2018-05-01,0.75,0.77
2018-01-30,0.56,0.62
2017-10-31,0.65,0.67
2017-08-01,0.66,0.67
2017-05-02,0.67,0.69
2017-01-31,0.5,0.47
2016-11-01,0.62,0.61
2016-08-02,0.62,0.64
2016-05-03,0.55,0.67
2016-02-02,0.52,0.53
2015-10-27,0.51,0.6
2015-07-28,0.52,0.56
2015-04-28,0.49,0.51
2015-01-27,0.53,0.54
2014-10-28,0.55,0.57
2014-07-29,0.57,0.58
2014-05-05,0.55,0.57
2014-01-28,0.52,0.56
2013-10-29,0.56,0.58
2013-07-30,0.55,0.56
2013-04-30,0.55,0.54
2013-01-29,0.44,0.47
2012-11-01,0.53,0.53
2012-07-31,0.54,0.62
2012-05-01,0.56,0.58
2012-01-31,0.47,0.5
2011-11-01,0.56,0.62
2011-08-02,0.59,0.6
2011-05-03,0.59,0.6
2011-02-01,0.46,0.47
2010-11-02,0.51,0.54
2010-08-03,0.52,0.62
2010-05-04,0.53,0.6
2010-02-03,0.5,0.49
2009-10-20,0.48,0.51
2009-07-22,0.47,0.48
2009-04-28,0.49,0.54
2009-01-26,0.59,0.65
2008-10-21,0.6,0.62
2008-07-23,0.54,0.55
2008-04-17,0.66,0.61
2008-01-23,0.47,0.52
2007-10-18,0.53,0.58
2007-07-18,0.5,0.42
2007-04-20,0.57,0.68
2007-01-22,0.42,0.43
2006-10-19,0.45,0.54
2006-07-20,0.48,0.5
2006-04-19,0.53,0.61
2006-01-19,0.42,0.51
2005-10-20,0.48,0.51
2005-07-20,0.44,0.46
2005-04-19,0.53,0.54
2005-01-19,0.59,0.58
2004-10-20,0.54,0.55
2004-07-21,0.47,0.47
2004-04-20,0.51,0.52
2004-01-22,0.51,0.53
2003-10-22,0.44,0.47
2003-07-25,0.29,0.3
2003-04-22,0.44,0.45
2003-01-22,0.47,0.48
2002-10-16,0.39,0.39
2002-07-15,0.32,0.33
2002-04-17,0.39,0.39
2002-01-23,0.34,0.34
2001-10-17,0.33,0.34
2001-07-17,0.29,0.3
2001-04-18,0.31,0.33
2001-01-24,0.27,0.27
2000-10-24,0.26,0.27
2000-07-24,0.22,0.23
2000-04-18,0.25,0.28
2000-01-18,0.23,0.25
1999-10-19,0.21,0.23
1999-07-19,0.17,0.19
1999-04-15,0.21,0.21
1999-01-19,0.17,0.18
1998-10-13,0.19,0.17
1998-07-09,0.15,0.17
1998-04-14,0.18,0.18
1998-01-20,0.14,0.14
1997-10-14,0.15,0.15
1997-07-15,0.12,0.12
