Date,Estimate,Actual
2022-07-14,None,None
2022-04-14,None,None
2021-07-16,2.18,2.06
2021-04-16,1.94,1.91
2021-01-22,1.92,1.89
2020-10-16,1.9,1.96
2020-07-17,1.12,1.15
2020-04-17,1.78,1.96
2020-01-17,1.84,1.82
2019-10-18,1.79,1.94
2019-07-19,1.61,1.64
2019-04-17,1.44,1.54
2019-01-18,1.54,1.56
2018-10-19,1.57,1.57
2018-07-20,1.52,1.54
2018-04-20,1.33,1.3
2018-01-19,1.37,1.38
2017-10-20,1.31,1.35
2017-07-21,1.28,1.33
2017-04-21,1.16,1.17
2017-01-20,1.17,1.12
2016-10-18,1.19,1.12
2016-07-19,1.03,1.22
2016-04-19,0.97,1.03
2016-01-22,1.1,1.23
2015-10-16,1.22,1.21
2015-07-17,1.01,1.03
2015-04-21,1.08,1.03
2015-01-23,1.23,1.27
2014-10-17,1.26,1.29
2014-07-18,1.17,1.21
2014-04-16,0.99,1.05
2014-01-24,1.1,1.03
2013-10-18,1.11,1.1
2013-07-19,0.95,0.96
2013-04-19,0.88,0.89
2013-01-22,0.82,0.92
2012-10-19,0.84,0.82
2012-07-17,0.84,0.85
2012-04-24,0.72,0.75
2012-01-23,0.79,0.78
2011-10-21,0.74,0.78
2011-07-21,0.7,0.71
2011-04-21,0.57,0.58
2011-01-27,0.56,0.62
2010-10-26,0.45,0.45
2010-07-27,0.46,0.55
2010-04-27,0.31,0.44
2010-01-28,0.29,0.33
2009-10-29,0.24,0.27
2009-07-30,0.1,0.07
2009-04-30,0.05,-0.08
2009-02-03,0.32,0.4
2008-10-28,0.6,0.52
2008-07-31,0.44,0.56
2008-04-24,0.34,0.39
2008-02-05,0.46,0.56
2007-10-25,0.37,0.48
2007-07-26,0.36,0.36
2007-04-26,0.27,0.21
2007-02-06,0.33,0.41
2006-10-31,0.23,0.32
2006-08-02,0.19,0.24
2006-05-02,0.06,0.11
2006-02-02,0.07,-0.05
2005-11-02,0.01,0.02
2005-08-03,0.16,-0.32
2005-05-03,0.14,0.09
2005-01-31,0.16,0.12
2004-10-28,0.14,0.14
2004-07-29,0.15,0.11
2004-04-29,0.06,0.02
2004-01-29,0.1,0.1
2003-10-29,0.08,0.02
2003-07-30,0.05,-0.03
2003-04-29,0.09,0.08
2003-01-30,0.16,0.28
2002-10-31,0.13,0.17
2002-07-25,0.17,0.27
2002-04-25,0.15,0.19
2002-01-31,0.16,0.18
2001-10-24,0.15,0.15
2001-07-25,0.08,0.08
2001-04-25,0.04,0.04
2001-01-25,0.1,0.06
2000-10-25,0.11,0.09
2000-07-27,0.11,0.15
2000-04-26,2.15,5.28
2000-01-31,1.68,1.72
1999-10-28,1.4,1.5
1999-08-02,1.32,1.32
1999-04-29,1.11,1.2
1999-02-03,0.92,0.96
1998-10-26,0.96,0.98
1998-07-28,0.92,0.92
1998-06-09,0.84,0.82
1998-02-03,0.8,0.78
1997-10-22,0.69,0.76
1997-07-31,0.58,0.58
1997-04-23,0.46,0.51
